"node_name","year","steel_cap_Mt","node_id","steel_cap_Mt_corrected"
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2015,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2016,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2017,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2018,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2019,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2020,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2021,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2022,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2023,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2024,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2025,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2026,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2027,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2028,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2029,100,"stpt_idno_10687",100
"stpt SCN00001 Wuhu Xinxing Ductile Iron Pipes",2030,100,"stpt_idno_10687",100
"stpt SCN00002 Ma'anshan Iron and Steel",2015,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2016,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2017,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2018,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2019,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2020,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2021,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2022,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2023,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2024,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2025,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2026,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2027,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2028,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2029,100,"stpt_idno_10688",100
"stpt SCN00002 Ma'anshan Iron and Steel",2030,100,"stpt_idno_10688",100
"stpt SCN00003 Anhui Changjiang Steel",2015,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2016,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2017,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2018,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2019,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2020,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2021,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2022,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2023,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2024,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2025,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2026,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2027,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2028,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2029,100,"stpt_idno_10689",100
"stpt SCN00003 Anhui Changjiang Steel",2030,100,"stpt_idno_10689",100
"stpt SCN00004 Anhui Guihang Special Steel",2015,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2016,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2017,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2018,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2019,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2020,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2021,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2022,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2023,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2024,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2025,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2026,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2027,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2028,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2029,100,"stpt_idno_10690",100
"stpt SCN00004 Anhui Guihang Special Steel",2030,100,"stpt_idno_10690",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2015,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2016,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2017,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2018,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2019,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2020,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2021,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2022,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2023,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2024,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2025,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2026,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2027,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2028,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2029,100,"stpt_idno_10691",100
"stpt SCN00005 Tongling Fuxin Iron and Steel",2030,100,"stpt_idno_10691",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2015,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2016,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2017,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2018,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2019,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2020,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2021,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2022,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2023,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2024,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2025,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2026,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2027,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2028,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2029,100,"stpt_idno_10692",100
"stpt SCN00006 Wuhu Fuxin Iron and Steel",2030,100,"stpt_idno_10692",100
"stpt SCN00007 Chongqing Iron and Steel",2015,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2016,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2017,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2018,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2019,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2020,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2021,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2022,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2023,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2024,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2025,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2026,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2027,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2028,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2029,100,"stpt_idno_10693",100
"stpt SCN00007 Chongqing Iron and Steel",2030,100,"stpt_idno_10693",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2015,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2016,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2017,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2018,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2019,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2020,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2021,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2022,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2023,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2024,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2025,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2026,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2027,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2028,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2029,100,"stpt_idno_10694",100
"stpt SCN00008 Sichuan Desheng Group Vanadium and Titanium",2030,100,"stpt_idno_10694",100
"stpt SCN00009 Fujian Sangang (Group)",2015,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2016,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2017,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2018,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2019,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2020,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2021,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2022,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2023,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2024,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2025,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2026,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2027,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2028,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2029,100,"stpt_idno_10695",100
"stpt SCN00009 Fujian Sangang (Group)",2030,100,"stpt_idno_10695",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2015,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2016,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2017,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2018,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2019,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2020,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2021,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2022,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2023,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2024,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2025,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2026,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2027,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2028,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2029,100,"stpt_idno_10696",100
"stpt SCN00010 Fujian Quanzhou Minguang Iron and Steel",2030,100,"stpt_idno_10696",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2015,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2016,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2017,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2018,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2019,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2020,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2021,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2022,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2023,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2024,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2025,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2026,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2027,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2028,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2029,100,"stpt_idno_10697",100
"stpt SCN00011 Fujian Sanbao Iron and Steel",2030,100,"stpt_idno_10697",100
"stpt SCN00012 Fujian Yixin Steel",2015,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2016,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2017,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2018,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2019,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2020,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2021,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2022,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2023,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2024,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2025,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2026,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2027,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2028,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2029,100,"stpt_idno_10698",100
"stpt SCN00012 Fujian Yixin Steel",2030,100,"stpt_idno_10698",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2015,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2016,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2017,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2018,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2019,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2020,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2021,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2022,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2023,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2024,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2025,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2026,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2027,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2028,100,"stpt_idno_10699",100
"stpt SCN00013 Fujian Luoyuan Minguang Iron and Steel",2029,100,"stpt_idno_10699",100
